ticket_id,customer_id,created_date,priority,department,category,subject,message,assigned_agent,resolution,status,sentiment,resolution_time,escalation
TKT-002341,CUST-00811,2018-02-12 02:49,Normal,Onboarding,Onboarding,Setting up first custom dashboard,We're in the process of setting up Corvex Cloud and could use some guidance — we're building our first custom dashboard and want guidance on best practices. Happy to hop on a call if that's easier.,Diego Morales,,Pending,Negative,,No
TKT-002342,CUST-00040,2024-07-22 12:35,High,Product & Feature Requests,Feature Request,Suggestion for chat widget customization,We wanted to pass along a feature suggestion — more granular control over chat widget font and spacing customization. This would make a meaningful difference for our team's workflow.,Caleb Foster,Issue identified as an outdated integration credential; resolved by reauthorizing the integration. Confirmed working with the customer.,Closed,Positive,5.1,No
TKT-002343,CUST-00626,2025-02-09 20:36,High,Billing,Billing,Update payment method on file,We have a question about our billing — we need to update the credit card on file before our next renewal date. Could someone from your billing team clarify this for us?,Yuki Tanaka,Provided documentation and guided customer through clearing cached data and reloading to address a caching delay.,Resolved,Neutral,0.7,Yes
TKT-002344,CUST-00079,2023-07-15 02:02,High,Account Management,Account Admin,Requesting account ownership transfer,We need some help managing our account — our account owner is leaving the company and we need to transfer ownership. Let us know what you need from us to get this handled.,Finn O'Brien,Walked the customer through reauthorizing the integration. Root cause was a browser extension conflict.,Resolved,Positive,5.3,No
TKT-002345,CUST-00267,2026-04-28 02:01,Normal,Billing,Billing,Trial converted to paid unexpectedly,We have a question about our billing — we were charged even though we believed we were still within our trial period. Could someone from your billing team clarify this for us?,Diego Morales,Issue identified as an outdated integration credential; resolved by updating the relevant configuration setting. Confirmed working with the customer.,Closed,Neutral,28.0,No
TKT-002346,CUST-00785,2026-03-04 02:17,High,Security,Security,IP allowlisting not permitting access,"We have a security-related question or request — our IP allowlist is blocking legitimate traffic from a newly added office location. Given the nature of this, we'd appreciate a prompt response.",Diego Morales,Resolved after updating configuration — waiting for propagation and reverifying. Customer confirmed resolution.,Resolved,Positive,6.2,Yes
TKT-002347,CUST-00395,2023-12-04 17:45,Low,Technical Support,Chat Widget,Chat widget not loading,"Hi team, we're seeing an issue with the CloudDesk Chat widget on our site — the widget doesn't appear on our product pages at all. This started a few hours ago and is affecting our support queue. Can someone take a look?",James Okafor,Issue identified as a plan-tier feature limitation; resolved by adjusting the widget installation snippet. Confirmed working with the customer.,Closed,Positive,38.9,No
TKT-002348,CUST-00225,2019-05-23 11:40,Normal,Technical Support,Api Platform,API returning 401 errors,"We're integrating with the CloudDesk API Platform and running into an issue — we're getting 401 Unauthorized errors despite using what we believe is a valid API key. Here's what we've checked on our end so far, but wanted to confirm with your team.",Ravi Iyer,Issue identified as a DNS propagation delay; resolved by correcting the field identifier reference. Confirmed working with the customer.,Resolved,Positive,3.0,No
TKT-002349,CUST-00849,2024-09-09 04:06,Normal,Billing,Billing,Question about invoice charge,We have a question about our billing — a line item on our latest invoice doesn't match what we expected to be charged. Could someone from your billing team clarify this for us?,Zara Ahmed,,Pending,Positive,,No
TKT-002350,CUST-00752,2020-06-25 23:56,High,Onboarding,Onboarding,Migrating historical tickets from previous platform,We're in the process of setting up Corvex Cloud and could use some guidance — we're migrating several years of historical tickets from our previous support platform. Happy to hop on a call if that's easier.,Yuki Tanaka,Issue identified as a DNS propagation delay; resolved by updating the relevant configuration setting. Confirmed working with the customer.,Closed,Negative,6.3,Yes
TKT-002351,CUST-00690,2022-04-19 00:54,High,Security,Security,API key rotation policy question,"We have a security-related question or request — clarification on how our configured API key rotation policy affects active integrations. Given the nature of this, we'd appreciate a prompt response.",Kwame Mensah,,Pending,Neutral,,Yes
TKT-002352,CUST-00794,2026-05-09 23:48,Normal,Billing,Billing,Seat count discrepancy on invoice,We have a question about our billing — the seat count on our invoice doesn't match our actual active user count. Could someone from your billing team clarify this for us?,Freya Lindqvist,,Pending,Positive,,No
TKT-002353,CUST-00720,2021-11-05 08:39,Normal,Onboarding,Onboarding,Help setting up chat widget for the first time,We're in the process of setting up Corvex Cloud and could use some guidance — we're configuring the chat widget for the first time and want to confirm we're doing it correctly. Happy to hop on a call if that's easier.,Victor Nguyen,Issue identified as a misconfigured routing rule; resolved by adjusting the widget installation snippet. Confirmed working with the customer.,Resolved,Neutral,22.3,No
TKT-002354,CUST-00696,2026-02-24 05:37,Normal,Billing,Billing,Question about invoice charge,We have a question about our billing — a line item on our latest invoice doesn't match what we expected to be charged. Could someone from your billing team clarify this for us?,Finn O'Brien,Escalated internally; engineering confirmed a misconfigured routing rule and applied adjusting the widget installation snippet.,Resolved,Positive,43.2,No
TKT-002355,CUST-00320,2026-01-16 19:22,High,Product & Feature Requests,Feature Request,Would like multi-brand support on lower tier,"We wanted to pass along a feature suggestion — multi-brand widget support currently limited to Enterprise, which is a stretch for our team size. This would make a meaningful difference for our team's workflow.",Freya Lindqvist,Issue identified as a misconfigured routing rule; resolved by adjusting the widget installation snippet. Confirmed working with the customer.,Resolved,Neutral,2.1,No
TKT-002356,CUST-00611,2023-10-26 01:05,High,Technical Support,Account Access,Cannot log in to agent workspace,"We're having trouble accessing our account — an agent can't log in despite using what they confirm is the correct password. This is blocking our team from working, so any urgency you can provide is appreciated.",Owen Fitzgerald,Resolved after updating configuration — correcting the field identifier reference. Customer confirmed resolution.,Resolved,Neutral,2.3,Yes
TKT-002357,CUST-00858,2026-08-01 05:14,High,Onboarding,Onboarding,Need help connecting support email,We're in the process of setting up Corvex Cloud and could use some guidance — we're trying to connect our support email address and the verification isn't completing. Happy to hop on a call if that's easier.,Caleb Foster,Resolved after updating configuration — correcting the field identifier reference. Customer confirmed resolution.,Closed,Negative,5.5,Yes
